,f1-score,precision,recall,accuracy,bal_accuracy
Cellulophaga_transferase,0.28328611898017,0.16556291390728478,0.9803921568627451,0.9808876298394712,0.9806408514947328
Cellulophaga_reductase,0.04263565891472868,0.02178217821782178,1.0,0.9593214756258235,0.979642297865326
Cellulophaga_anti-restriction,0.21671826625386997,0.12152777777777778,1.0,0.980325829153544,0.9901360676829506
Cellulophaga_sir2,,,,,
Cellulophaga_toxin,,,,,
Cellulophaga_super_infection,,,,,
Cellulophaga_lysis,0.32280701754385965,0.19246861924686193,1.0,0.9854537232438951,0.9927015580093783
Cellulophaga_lysis_inhibitor,,,,,
Cellulophaga_holin,0.5222929936305732,0.35344827586206895,1.0,0.9942664933873557,0.9971242331288344
Cellulophaga_spanin,0.3394495412844037,0.20555555555555555,0.9736842105263158,0.9863971282826375,0.9800635690477617
Cellulophaga_pvp,,,,,
Cellulophaga_DNA-associated,,,,,
Citrobacter_capsid,0.21428571428571427,0.1225609756097561,0.8516949152542372,0.958628045357584,0.9055180046433935
Citrobacter_tail,0.10865155657465385,0.058355437665782495,0.7867177522349936,0.9325683023651467,0.8600259899053735
Citrobacter_baseplate,0.1865079365079365,0.10669693530079455,0.7401574803149606,0.9433192783576415,0.8426380149134078
Citrobacter_tail_appendage,0.13050905363853776,0.07058388765705839,0.8642533936651584,0.9438648344619185,0.9042541017443622
Citrobacter_tail_sheath,0.18604651162790697,0.14457831325301204,0.2608695652173913,0.9847361535106847,0.6252394072245305
Citrobacter_portal,0.08168028004667445,0.04294478527607362,0.8333333333333334,0.8883054215157536,0.8609841995050447
Citrobacter_head-tail_joining,0.12240663900414937,0.06636670416197975,0.7866666666666666,0.9375369167158889,0.8625218402751998
Citrobacter_integration,0.13678121810139504,0.07514018691588785,0.7613636363636364,0.9385357108246923,0.8505199143487937
Citrobacter_nuclease,0.10357815442561205,0.05582339507739152,0.7166123778501629,0.9271962527483032,0.8225259666088385
Citrobacter_DNA_polymerase,0.12369337979094076,0.06787762906309751,0.696078431372549,0.9396810169085023,0.8186292253387841
Citrobacter_terminase,0.08914450035945364,0.04795050270688322,0.6326530612244898,0.9317091575486445,0.7829751353264145
Citrobacter_annealing,0.10416666666666667,0.05514705882352941,0.9375,0.9234194122885129,0.9304261109454219
Citrobacter_helicase,0.12956204379562045,0.07230142566191446,0.6228070175438597,0.9314162473040978,0.7783866923033882
Citrobacter_primase,0.10866372980910426,0.057722308892355696,0.925,0.8949645267347291,0.9098775919149678
